# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb  6 04:36:20 2018
#
# CONSTRAINT:  where (kepler_name not null
# CONSTRAINT:  and koi_disposition like '%CONFIRMED%'
# CONSTRAINT:  and koi_count > 1
# CONSTRAINT:  )
# CONSTRAINT:  order by kepler_name asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_count:      Number of Planets
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
610,10460984,K00474.04,Kepler-164 b,CONFIRMED,CANDIDATE,5.035056650,1.9460000e-05,-1.9460000e-05,132.6559700,3.340000e-03,-3.340000e-03,1.80400,0.08730,-0.08730,151.5,1.050e+01,-1.050e+01,1.63,0.26,-2.200e-01,4,5888.00,106.00,-117.00,1.0970,0.1790,-0.1460,287.780850,47.629910,14.282
611,10577994,K00475.01,Kepler-165 b,CONFIRMED,CANDIDATE,8.180894900,1.6010000e-05,-1.6010000e-05,176.6988500,1.530000e-03,-1.530000e-03,2.75460,0.05340,-0.05340,723.5,1.680e+01,-1.680e+01,2.10,0.17,-7.000e-02,2,5081.00,71.00,-81.00,0.7700,0.0610,-0.0280,280.691010,47.809738,14.802
612,10577994,K00475.02,Kepler-165 c,CONFIRMED,CANDIDATE,15.312963880,3.2510000e-05,-3.2510000e-05,171.7941200,1.740000e-03,-1.740000e-03,3.09350,0.06020,-0.06020,864.9,2.090e+01,-2.090e+01,2.34,0.19,-8.000e-02,2,5081.00,71.00,-81.00,0.7700,0.0610,-0.0280,280.691010,47.809738,14.802
618,11192998,K00481.01,Kepler-166 b,CONFIRMED,CANDIDATE,7.650243513,6.3960000e-06,-6.3960000e-06,171.9723520,6.690000e-04,-6.690000e-04,2.75200,0.02220,-0.02220,981.4,1.070e+01,-1.070e+01,2.30,0.45,-1.800e-01,3,5409.00,162.00,-146.00,0.7460,0.1450,-0.0580,293.160160,48.881191,14.701
619,11192998,K00481.02,Kepler-166 d,CONFIRMED,CANDIDATE,1.554003890,9.8700000e-07,-9.8700000e-07,169.8303040,5.230000e-04,-5.230000e-04,1.76640,0.01610,-0.01610,465.8,6.600e+00,-6.600e+00,1.59,0.31,-1.200e-01,3,5409.00,162.00,-146.00,0.7460,0.1450,-0.0580,293.160160,48.881191,14.701
620,11192998,K00481.03,Kepler-166 c,CONFIRMED,CANDIDATE,34.259514180,7.1980000e-05,-7.1980000e-05,183.2371800,1.660000e-03,-1.660000e-03,4.77430,0.05530,-0.05530,1072.5,1.680e+01,-1.680e+01,2.41,0.46,-1.900e-01,3,5409.00,162.00,-146.00,0.7460,0.1450,-0.0580,293.160160,48.881191,14.701
629,3239945,K00490.01,Kepler-167 b,CONFIRMED,CANDIDATE,4.393157678,5.4850000e-06,-5.4850000e-06,172.8675280,9.910000e-04,-9.910000e-04,2.44550,0.03430,-0.03430,447.2,7.800e+00,-7.800e+00,1.41,0.11,-4.000e-02,4,4799.00,95.00,-95.00,0.6920,0.0540,-0.0210,292.658420,38.345390,14.023
630,3239945,K00490.02,Kepler-167 e,CONFIRMED,FALSE POSITIVE,1071.232624000,6.4350000e-04,-6.4350000e-04,420.2865570,4.520000e-04,-4.520000e-04,16.17840,0.04980,-0.04980,19045.6,3.610e+01,-3.610e+01,9.27,0.73,-2.800e-01,4,4799.00,95.00,-95.00,0.6920,0.0540,-0.0210,292.658420,38.345390,14.023
631,3239945,K00490.03,Kepler-167 c,CONFIRMED,CANDIDATE,7.406116760,1.3920000e-05,-1.3920000e-05,134.0748100,1.460000e-03,-1.460000e-03,2.88260,0.05220,-0.05220,417.9,9.100e+00,-9.100e+00,1.37,0.10,-5.000e-02,4,4799.00,95.00,-95.00,0.6920,0.0540,-0.0210,292.658420,38.345390,14.023
632,3239945,K00490.04,Kepler-167 d,CONFIRMED,CANDIDATE,21.803708000,1.3610000e-04,-1.3610000e-04,139.0719900,4.940000e-03,-4.940000e-03,3.36900,0.15700,-0.15700,246.4,1.440e+01,-1.440e+01,1.11,0.09,-3.000e-02,4,4799.00,95.00,-95.00,0.6920,0.0540,-0.0210,292.658420,38.345390,14.023
639,4757437,K00497.01,Kepler-168 c,CONFIRMED,CANDIDATE,13.193228090,3.2050000e-05,-3.2050000e-05,175.6096000,2.030000e-03,-2.030000e-03,5.00360,0.07260,-0.07260,585.7,1.240e+01,-1.240e+01,2.94,0.50,-3.700e-01,2,5946.00,71.00,-79.00,1.2230,0.2070,-0.1550,294.710170,39.825100,14.606
640,4757437,K00497.02,Kepler-168 b,CONFIRMED,CANDIDATE,4.425350970,1.7140000e-05,-1.7140000e-05,134.5631200,3.270000e-03,-3.270000e-03,3.50400,0.10600,-0.10600,179.0,9.000e+00,-9.000e+00,1.63,0.28,-2.100e-01,2,5946.00,71.00,-79.00,1.2230,0.2070,-0.1550,294.710170,39.825100,14.606
642,4852528,K00500.01,Kepler-80 b,CONFIRMED,CANDIDATE,7.053527145,5.9130000e-06,-5.9130000e-06,176.4741460,6.490000e-04,-6.490000e-04,2.39820,0.02620,-0.02620,1480.1,1.740e+01,-1.740e+01,2.16,0.12,-1.200e-01,5,4041.00,72.00,-88.00,0.5670,0.0310,-0.0310,296.112580,39.978779,14.804
643,4852528,K00500.02,Kepler-80 c,CONFIRMED,CANDIDATE,9.521644639,8.9470000e-06,-8.9470000e-06,177.4848390,7.260000e-04,-7.260000e-04,2.35690,0.02790,-0.02790,1491.3,2.020e+01,-2.020e+01,2.16,0.12,-1.200e-01,5,4041.00,72.00,-88.00,0.5670,0.0310,-0.0310,296.112580,39.978779,14.804
644,4852528,K00500.03,Kepler-80 d,CONFIRMED,CANDIDATE,3.072146607,3.5080000e-06,-3.5080000e-06,134.0300170,9.410000e-04,-9.410000e-04,1.87320,0.02860,-0.02860,539.0,1.290e+01,-1.290e+01,1.30,0.07,-7.000e-02,5,4041.00,72.00,-88.00,0.5670,0.0310,-0.0310,296.112580,39.978779,14.804
645,4852528,K00500.04,Kepler-80 e,CONFIRMED,CANDIDATE,4.645382149,6.1420000e-06,-6.1420000e-06,134.5893900,1.070000e-03,-1.070000e-03,2.02710,0.03430,-0.03430,565.5,1.500e+01,-1.500e+01,1.33,0.08,-7.000e-02,5,4041.00,72.00,-88.00,0.5670,0.0310,-0.0310,296.112580,39.978779,14.804
646,4852528,K00500.05,Kepler-80 f,CONFIRMED,CANDIDATE,0.986785834,6.9800000e-07,-6.9800000e-07,133.1712920,6.130000e-04,-6.130000e-04,1.18790,0.01800,-0.01800,450.0,9.500e+00,-9.500e+00,1.19,0.07,-6.000e-02,5,4041.00,72.00,-88.00,0.5670,0.0310,-0.0310,296.112580,39.978779,14.804
651,5689351,K00505.01,Kepler-169 e,CONFIRMED,CANDIDATE,13.767100580,2.9820000e-05,-2.9820000e-05,174.8108900,1.650000e-03,-1.650000e-03,2.91050,0.05550,-0.05550,684.8,1.780e+01,-1.780e+01,2.24,0.13,-1.000e-01,5,5001.00,99.00,,0.7600,0.0460,-0.0340,285.999880,40.919319,14.194
652,5689351,K00505.02,Kepler-169 c,CONFIRMED,CANDIDATE,6.195459500,2.4140000e-05,-2.4140000e-05,134.7150700,2.990000e-03,-2.990000e-03,2.95200,0.10400,-0.10400,296.4,1.220e+01,-1.220e+01,1.37,0.08,-6.000e-02,5,5001.00,99.00,0.00,0.7600,0.0460,-0.0340,285.999880,40.919319,14.194
653,5689351,K00505.03,Kepler-169 b,CONFIRMED,CANDIDATE,3.250582010,1.2660000e-05,-1.2660000e-05,133.6947200,3.120000e-03,-3.120000e-03,2.25370,0.09800,-0.09800,218.4,1.050e+01,-1.050e+01,1.19,0.07,-5.000e-02,5,5001.00,99.00,0.00,0.7600,0.0460,-0.0340,285.999880,40.919319,14.194
654,5689351,K00505.04,Kepler-169 d,CONFIRMED,CANDIDATE,8.348192090,3.1290000e-05,-3.1290000e-05,136.8411100,2.870000e-03,-2.870000e-03,2.83500,0.11000,-0.11000,288.9,1.440e+01,-1.440e+01,1.45,0.08,-7.000e-02,5,5001.00,99.00,0.00,0.7600,0.0460,-0.0340,285.999880,40.919319,14.194
655,5689351,K00505.05,Kepler-169 f,CONFIRMED,CANDIDATE,87.091259400,4.4060000e-04,-4.4060000e-04,187.3123100,4.340000e-03,-4.340000e-03,7.00000,0.15800,-0.15800,1129.1,2.830e+01,-2.830e+01,2.95,0.18,-1.300e-01,5,5001.00,99.00,0.00,0.7600,0.0460,-0.0340,285.999880,40.919319,14.194
658,6266741,K00508.01,Kepler-170 b,CONFIRMED,CANDIDATE,7.930583519,9.4100000e-06,-9.4100000e-06,169.5169440,9.690000e-04,-9.690000e-04,3.60830,0.04540,-0.04540,826.1,1.020e+01,-1.020e+01,3.05,0.47,-1.700e-01,2,5674.00,103.00,-114.00,1.0320,0.1590,-0.0570,284.521180,41.629601,14.387
659,6266741,K00508.02,Kepler-170 c,CONFIRMED,CANDIDATE,16.665899400,2.9700000e-05,-2.9700000e-05,180.2021500,1.450000e-03,-1.450000e-03,4.19340,0.05440,-0.05440,754.2,1.340e+01,-1.340e+01,2.85,0.44,-1.600e-01,2,5674.00,103.00,-114.00,1.0320,0.1590,-0.0570,284.521180,41.629601,14.387
660,6381846,K00509.01,Kepler-171 b,CONFIRMED,CANDIDATE,4.166966280,4.0670000e-06,-4.0670000e-06,169.7155170,7.440000e-04,-7.440000e-04,2.75350,0.02490,-0.02490,877.7,1.220e+01,-1.220e+01,2.74,0.34,-2.200e-01,3,5456.00,81.00,-81.00,0.9430,0.1150,-0.0770,296.771910,41.755539,14.883
661,6381846,K00509.02,Kepler-171 c,CONFIRMED,CANDIDATE,11.463471650,1.7060000e-05,-1.7060000e-05,137.3852100,1.240000e-03,-1.240000e-03,2.59900,0.03960,-0.03960,1048.6,2.010e+01,-2.010e+01,3.00,0.37,-2.400e-01,3,5456.00,81.00,-81.00,0.9430,0.1150,-0.0770,296.771910,41.755539,14.883
662,6381846,K00509.03,Kepler-171 d,CONFIRMED,FALSE POSITIVE,39.603400000,2.6900000e-04,-2.6900000e-04,168.0711400,5.320000e-03,-5.320000e-03,6.48700,0.15000,-0.15000,572.7,2.310e+01,-2.310e+01,2.22,0.27,-1.800e-01,3,5456.00,81.00,-81.00,0.9430,0.1150,-0.0770,296.771910,41.755539,14.883
663,6422155,K00510.01,Kepler-172 b,CONFIRMED,CANDIDATE,2.940304817,4.7380000e-06,-4.7380000e-06,169.9049600,1.250000e-03,-1.250000e-03,2.72260,0.03680,-0.03680,472.4,1.000e+01,-1.000e+01,2.59,0.38,-2.700e-01,4,5527.00,111.00,-111.00,1.0540,0.1520,-0.1100,283.368410,41.821861,14.532
664,6422155,K00510.02,Kepler-172 c,CONFIRMED,CANDIDATE,6.388996580,1.3970000e-05,-1.3970000e-05,175.4761000,1.720000e-03,-1.720000e-03,3.50320,0.04780,-0.04780,543.3,1.270e+01,-1.270e+01,2.89,0.42,-3.000e-01,4,5527.00,111.00,-111.00,1.0540,0.1520,-0.1100,283.368410,41.821861,14.532
665,6422155,K00510.03,Kepler-172 d,CONFIRMED,CANDIDATE,14.627096850,6.5530000e-05,-6.5530000e-05,136.2346700,3.580000e-03,-3.580000e-03,4.09700,0.10700,-0.10700,396.4,1.820e+01,-1.820e+01,2.70,0.39,-2.800e-01,4,5527.00,111.00,-111.00,1.0540,0.1520,-0.1100,283.368410,41.821861,14.532
666,6422155,K00510.04,Kepler-172 e,CONFIRMED,CANDIDATE,35.118443200,2.1680000e-04,-2.1680000e-04,152.1228200,4.470000e-03,-4.470000e-03,4.59000,0.23700,-0.23700,542.4,2.760e+01,-2.760e+01,3.26,0.47,-3.400e-01,4,5527.00,111.00,-111.00,1.0540,0.1520,-0.1100,283.368410,41.821861,14.532
667,6451936,K00511.01,Kepler-173 c,CONFIRMED,CANDIDATE,8.005790960,1.1230000e-05,-1.1230000e-05,170.5032500,1.180000e-03,-1.180000e-03,3.05490,0.04210,-0.04210,629.7,1.020e+01,-1.020e+01,2.36,0.55,-4.200e-01,2,6032.00,163.00,-181.00,0.9350,0.2200,-0.1650,294.646700,41.884109,14.209
668,6451936,K00511.02,Kepler-173 b,CONFIRMED,CANDIDATE,4.263743780,1.6960000e-05,-1.6960000e-05,133.7207300,3.070000e-03,-3.070000e-03,2.27250,0.08410,-0.08410,182.0,8.700e+00,-8.700e+00,1.28,0.30,-2.200e-01,2,6032.00,163.00,-181.00,0.9350,0.2200,-0.1650,294.646700,41.884109,14.209
675,8017703,K00518.01,Kepler-174 b,CONFIRMED,CANDIDATE,13.981778620,1.4780000e-05,-1.4780000e-05,181.9751140,8.390000e-04,-8.390000e-04,2.95800,0.03030,-0.03030,1018.4,1.190e+01,-1.190e+01,2.09,0.09,-1.200e-01,3,4859.00,97.00,-97.00,0.6510,0.0290,-0.0360,287.439180,43.832088,14.287
676,8017703,K00518.02,Kepler-174 c,CONFIRMED,CANDIDATE,44.000397500,1.5050000e-04,-1.5050000e-04,210.7622200,2.710000e-03,-2.710000e-03,5.11150,0.07760,-0.07760,599.6,1.480e+01,-1.480e+01,1.56,0.07,-9.000e-02,3,4859.00,97.00,-97.00,0.6510,0.0290,-0.0360,287.439180,43.832088,14.287
677,8017703,K00518.03,Kepler-174 d,CONFIRMED,CANDIDATE,247.354914000,1.3910000e-03,-1.3910000e-03,364.1583200,3.340000e-03,-3.340000e-03,8.67700,0.15700,-0.15700,1291.8,2.690e+01,-2.690e+01,2.29,0.10,-1.300e-01,3,4859.00,97.00,-97.00,0.6510,0.0290,-0.0360,287.439180,43.832088,14.287
678,8022244,K00519.01,Kepler-175 b,CONFIRMED,CANDIDATE,11.903520880,2.8980000e-05,-2.8980000e-05,178.3416100,1.810000e-03,-1.810000e-03,4.29700,0.06630,-0.06630,633.0,1.470e+01,-1.470e+01,2.56,0.81,-2.700e-01,2,6063.00,181.00,-217.00,1.0010,0.3180,-0.1060,289.553280,43.876179,14.939
679,8022244,K00519.02,Kepler-175 c,CONFIRMED,CANDIDATE,34.035060500,1.4100000e-04,-1.4100000e-04,134.4275200,3.460000e-03,-3.460000e-03,6.69500,0.12400,-0.12400,727.8,1.890e+01,-1.890e+01,2.76,0.88,-2.900e-01,2,6063.00,181.00,-217.00,1.0010,0.3180,-0.1060,289.553280,43.876179,14.939
680,8037145,K00520.01,Kepler-176 c,CONFIRMED,CANDIDATE,12.759344890,1.8770000e-05,-1.8770000e-05,170.3215200,1.190000e-03,-1.190000e-03,3.58890,0.04310,-0.04310,882.1,1.330e+01,-1.330e+01,2.58,0.10,-1.900e-01,4,4963.00,81.00,-74.00,0.8260,0.0320,-0.0600,294.667970,43.853260,14.550
681,8037145,K00520.02,Kepler-176 b,CONFIRMED,CANDIDATE,5.433132902,9.5260000e-06,-9.5260000e-06,138.3664400,1.480000e-03,-1.480000e-03,2.40120,0.04110,-0.04110,328.2,1.070e+01,-1.070e+01,1.61,0.06,-1.200e-01,4,4963.00,81.00,-74.00,0.8260,0.0320,-0.0600,294.667970,43.853260,14.550
682,8037145,K00520.03,Kepler-176 d,CONFIRMED,CANDIDATE,25.752749770,6.3890000e-05,-6.3890000e-05,136.4385100,1.860000e-03,-1.860000e-03,2.76780,0.06110,-0.06110,738.9,2.120e+01,-2.120e+01,2.27,0.09,-1.600e-01,4,4963.00,81.00,-74.00,0.8260,0.0320,-0.0600,294.667970,43.853260,14.550
683,8037145,K00520.04,Kepler-176 e,CONFIRMED,CANDIDATE,51.165801900,4.3080000e-04,-4.3080000e-04,172.3092100,6.730000e-03,-6.730000e-03,4.63700,0.19400,-0.19400,259.2,2.200e+01,-2.200e+01,1.51,0.05,-1.100e-01,4,4963.00,81.00,-74.00,0.8260,0.0320,-0.0600,294.667970,43.853260,14.550
687,8806123,K00523.01,Kepler-177 c,CONFIRMED,CANDIDATE,49.411211270,6.2730000e-05,-6.2730000e-05,198.2387090,9.230000e-04,-9.230000e-04,5.27800,0.08150,-0.08150,3184.0,3.020e+01,-3.020e+01,6.77,1.07,-4.600e-01,2,5768.00,78.00,-86.00,1.0150,0.1610,-0.0690,286.047120,45.053211,15.000
688,8806123,K00523.02,Kepler-177 b,CONFIRMED,CANDIDATE,36.856775800,1.6220000e-04,-1.6220000e-04,138.9068300,3.640000e-03,-3.640000e-03,7.49500,0.14500,-0.14500,714.1,1.820e+01,-1.820e+01,2.68,0.43,-1.800e-01,2,5768.00,78.00,-86.00,1.0150,0.1610,-0.0690,286.047120,45.053211,15.000
693,9941859,K00528.01,Kepler-178 b,CONFIRMED,CANDIDATE,9.576659620,1.0650000e-05,-1.0650000e-05,176.6837590,9.000000e-04,-9.000000e-04,3.36030,0.02950,-0.02950,746.8,9.900e+00,-9.900e+00,2.88,0.51,-4.600e-01,3,5386.00,80.00,-72.00,1.0760,0.1910,-0.1730,287.101100,46.896481,14.598
694,9941859,K00528.02,Kepler-178 d,CONFIRMED,CANDIDATE,96.678185200,2.7700000e-04,-2.7700000e-04,140.1833900,2.510000e-03,-2.510000e-03,5.69570,0.08320,-0.08320,951.3,2.160e+01,-2.160e+01,3.29,0.59,-5.300e-01,3,5386.00,80.00,-72.00,1.0760,0.1910,-0.1730,287.101100,46.896481,14.598
695,9941859,K00528.03,Kepler-178 c,CONFIRMED,CANDIDATE,20.552803110,3.5740000e-05,-3.5740000e-05,145.0283700,1.380000e-03,-1.380000e-03,2.20130,0.04340,-0.04340,727.3,1.880e+01,-1.880e+01,2.99,0.53,-4.800e-01,3,5386.00,80.00,-72.00,1.0760,0.1910,-0.1730,287.101100,46.896481,14.598
700,10513530,K00533.01,Kepler-589 b,CONFIRMED,CANDIDATE,16.549670980,4.3780000e-05,-4.3780000e-05,171.6939800,2.080000e-03,-2.080000e-03,4.38080,0.08560,-0.08560,744.5,1.700e+01,-1.700e+01,2.95,0.63,-4.100e-01,2,5372.00,160.00,-160.00,0.9160,0.1940,-0.1290,280.641360,47.751942,14.680
702,10554999,K00534.01,Kepler-179 c,CONFIRMED,CANDIDATE,6.400157105,9.0200000e-06,-9.0200000e-06,174.0221400,1.100000e-03,-1.100000e-03,2.00040,0.04180,-0.04180,743.2,1.740e+01,-1.740e+01,2.52,0.37,-2.200e-01,2,5299.00,159.00,-143.00,0.7660,0.1130,-0.0660,298.663730,47.762039,14.613
703,10554999,K00534.02,Kepler-179 b,CONFIRMED,CANDIDATE,2.735900074,4.5020000e-06,-4.5020000e-06,171.0964000,1.280000e-03,-1.280000e-03,1.93590,0.04320,-0.04320,428.9,1.120e+01,-1.120e+01,1.56,0.24,-1.300e-01,2,5299.00,159.00,-143.00,0.7660,0.1130,-0.0660,298.663730,47.762039,14.613
710,11669239,K00542.01,Kepler-180 c,CONFIRMED,CANDIDATE,41.885443300,1.5140000e-04,-1.5140000e-04,178.6919000,3.010000e-03,-3.010000e-03,6.76300,0.22500,-0.22500,687.4,1.550e+01,-1.550e+01,3.28,0.88,-6.000e-01,2,5735.00,155.00,-155.00,1.0280,0.2790,-0.1860,295.571350,49.774578,14.350
711,11669239,K00542.02,Kepler-180 b,CONFIRMED,CANDIDATE,13.817335870,9.2630000e-05,-9.2630000e-05,135.0341300,5.370000e-03,-5.370000e-03,4.26100,0.11900,-0.11900,223.2,1.220e+01,-1.220e+01,2.04,0.55,-3.700e-01,2,5735.00,155.00,-155.00,1.0280,0.2790,-0.1860,295.571350,49.774578,14.350
712,11823054,K00543.01,Kepler-181 c,CONFIRMED,CANDIDATE,4.302139338,4.6440000e-06,-4.6440000e-06,173.4389220,8.840000e-04,-8.840000e-04,2.02890,0.03260,-0.03260,747.2,1.290e+01,-1.290e+01,2.46,0.12,-1.900e-01,2,5041.00,83.00,-75.00,0.8570,0.0410,-0.0660,296.151400,50.095810,14.707
713,11823054,K00543.02,Kepler-181 b,CONFIRMED,CANDIDATE,3.137845914,7.0080000e-06,-7.0080000e-06,133.5568900,1.890000e-03,-1.890000e-03,1.91000,0.05770,-0.05770,305.7,1.120e+01,-1.120e+01,1.50,0.07,-1.100e-01,2,5041.00,83.00,-75.00,0.8570,0.0410,-0.0660,296.151400,50.095810,14.707
716,12058931,K00546.01,Kepler-182 c,CONFIRMED,CANDIDATE,20.684207720,5.1680000e-05,-5.1680000e-05,170.1903400,1.980000e-03,-1.980000e-03,6.44150,0.07310,-0.07310,858.5,1.530e+01,-1.530e+01,3.28,1.10,-3.700e-01,2,6246.00,167.00,-223.00,1.0920,0.3650,-0.1220,289.830110,50.586239,14.896
717,12058931,K00546.02,Kepler-182 b,CONFIRMED,CANDIDATE,9.825784950,3.7930000e-05,-3.7930000e-05,131.4249500,3.360000e-03,-3.360000e-03,5.24980,0.08800,-0.08800,433.3,1.270e+01,-1.270e+01,2.66,0.88,-3.000e-01,2,6246.00,167.00,-223.00,1.0920,0.3650,-0.1220,289.830110,50.586239,14.896
718,12116489,K00547.01,Kepler-595 b,CONFIRMED,CANDIDATE,25.302918160,2.8860000e-05,-2.8860000e-05,188.0601480,9.010000e-04,-9.010000e-04,4.49030,0.04120,-0.04120,2105.7,1.950e+01,-1.950e+01,3.95,0.22,-3.700e-01,2,5121.00,84.00,-76.00,0.8880,0.0490,-0.0840,294.570400,50.673019,14.773
720,12600735,K00548.01,Kepler-596 b,CONFIRMED,CANDIDATE,21.300204910,3.9860000e-05,-3.9860000e-05,189.7059500,1.500000e-03,-1.500000e-03,4.08520,0.04740,-0.04740,659.8,1.220e+01,-1.220e+01,2.99,0.47,-2.800e-01,2,6008.00,77.00,-83.00,1.1680,0.1860,-0.1090,289.500670,51.685730,14.020
725,4270253,K00551.01,Kepler-183 c,CONFIRMED,CANDIDATE,11.637030300,3.0910000e-05,-3.0910000e-05,178.8444800,2.010000e-03,-2.010000e-03,3.33720,0.06830,-0.06830,604.3,1.840e+01,-1.840e+01,2.90,0.45,-4.900e-01,2,5576.00,83.00,-75.00,1.1980,0.1860,-0.2040,293.530850,39.315891,14.943
726,4270253,K00551.02,Kepler-183 b,CONFIRMED,CANDIDATE,5.687986750,1.2830000e-05,-1.2830000e-05,133.9560700,1.840000e-03,-1.840000e-03,2.26820,0.06020,-0.06020,476.4,1.620e+01,-1.620e+01,2.76,0.43,-4.700e-01,2,5576.00,83.00,-75.00,1.1980,0.1860,-0.2040,293.530850,39.315891,14.943
730,5709725,K00555.01,Kepler-598 b,CONFIRMED,CANDIDATE,3.701765401,9.3910000e-06,-9.3910000e-06,172.4477800,2.030000e-03,-2.030000e-03,2.60610,0.06490,-0.06490,288.3,9.300e+00,-9.300e+00,1.63,0.12,-1.700e-01,2,5252.00,105.00,-105.00,0.8980,0.0630,-0.0950,293.123410,40.934769,14.759
738,6786037,K00564.01,Kepler-603 b,CONFIRMED,CANDIDATE,21.053499390,8.9810000e-05,-8.9810000e-05,171.9245700,2.780000e-03,-2.780000e-03,7.16050,0.08960,-0.08960,496.6,1.330e+01,-1.330e+01,2.75,0.44,-4.400e-01,3,5751.00,78.00,-78.00,1.2470,0.2000,-0.2000,294.280980,42.290970,14.854
739,6786037,K00564.02,Kepler-603 c,CONFIRMED,CANDIDATE,127.905412000,3.1900000e-04,-3.1900000e-04,246.4640100,1.760000e-03,-1.760000e-03,14.47500,0.13700,-0.13700,4020.6,2.500e+01,-2.500e+01,8.03,1.29,-1.290e+00,3,5751.00,78.00,-78.00,1.2470,0.2000,-0.2000,294.280980,42.290970,14.854
740,6786037,K00564.03,Kepler-603 d,CONFIRMED,CANDIDATE,6.217160390,1.8990000e-05,-1.8990000e-05,131.7185700,2.570000e-03,-2.570000e-03,4.42890,0.06410,-0.06410,211.2,9.200e+00,-9.200e+00,1.81,0.30,-2.900e-01,3,5751.00,78.00,-78.00,1.2470,0.2000,-0.2000,294.280980,42.290970,14.854
742,7119481,K00566.01,Kepler-604 b,CONFIRMED,CANDIDATE,25.854999780,8.5450000e-05,-8.5450000e-05,192.5748400,2.780000e-03,-2.780000e-03,3.87370,0.08570,-0.08570,610.5,2.080e+01,-2.080e+01,2.40,0.75,-2.500e-01,3,6122.00,182.00,-200.00,0.9640,0.3020,-0.1010,292.316010,42.626251,14.718
745,7445445,K00567.01,Kepler-184 b,CONFIRMED,CANDIDATE,10.687582110,1.4130000e-05,-1.4130000e-05,169.9311500,1.040000e-03,-1.040000e-03,3.38120,0.04150,-0.04150,777.7,1.080e+01,-1.080e+01,2.64,0.69,-2.900e-01,3,5788.00,155.00,-155.00,0.8480,0.2210,-0.0950,291.951900,43.074711,14.338
746,7445445,K00567.02,Kepler-184 c,CONFIRMED,CANDIDATE,20.303035060,5.9950000e-05,-5.9950000e-05,176.8028000,2.230000e-03,-2.230000e-03,4.50380,0.06950,-0.06950,533.4,1.280e+01,-1.280e+01,2.16,0.56,-2.400e-01,3,5788.00,155.00,-155.00,0.8480,0.2210,-0.0950,291.951900,43.074711,14.338
747,7445445,K00567.03,Kepler-184 d,CONFIRMED,CANDIDATE,29.022352170,8.6270000e-05,-8.6270000e-05,198.3702500,2.420000e-03,-2.420000e-03,4.02630,0.08700,-0.08700,637.6,1.660e+01,-1.660e+01,2.55,0.66,-2.900e-01,3,5788.00,155.00,-155.00,0.8480,0.2210,-0.0950,291.951900,43.074711,14.338
748,7595157,K00568.01,Kepler-605 b,CONFIRMED,CANDIDATE,3.383540239,5.3520000e-06,-5.3520000e-06,169.6385900,1.270000e-03,-1.270000e-03,1.40300,0.04600,-0.04600,255.7,8.500e+00,-8.500e+00,1.65,0.21,-2.100e-01,2,5300.00,87.00,-71.00,0.9860,0.1240,-0.1240,287.295440,43.279869,14.140
