# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Feb  2 04:14:41 2018
#
# CONSTRAINT:  where (koi_disposition like '%CONFIRMED%'
# CONSTRAINT:  and koi_count > 2
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
652,5689351,K00505.02,Kepler-169 c,CONFIRMED,CANDIDATE,6.195459500,2.4140000e-05,-2.4140000e-05,134.7150700,2.990000e-03,-2.990000e-03,0.647,0.306,-0.431,2.95200,0.10400,-0.10400,296.4,1.220e+01,-1.220e+01,1.37,0.08,-6.000e-02,776.0,,,27.10,5,5001.00,99.00,0.00,0.7600,0.0460,-0.0340,285.999880,40.919319,14.194
653,5689351,K00505.03,Kepler-169 b,CONFIRMED,CANDIDATE,3.250582010,1.2660000e-05,-1.2660000e-05,133.6947200,3.120000e-03,-3.120000e-03,0.684,0.017,-0.509,2.25370,0.09800,-0.09800,218.4,1.050e+01,-1.050e+01,1.19,0.07,-5.000e-02,962.0,,,24.00,5,5001.00,99.00,0.00,0.7600,0.0460,-0.0340,285.999880,40.919319,14.194
654,5689351,K00505.04,Kepler-169 d,CONFIRMED,CANDIDATE,8.348192090,3.1290000e-05,-3.1290000e-05,136.8411100,2.870000e-03,-2.870000e-03,0.799,0.174,-0.561,2.83500,0.11000,-0.11000,288.9,1.440e+01,-1.440e+01,1.45,0.08,-7.000e-02,702.0,,,22.10,5,5001.00,99.00,0.00,0.7600,0.0460,-0.0340,285.999880,40.919319,14.194
655,5689351,K00505.05,Kepler-169 f,CONFIRMED,CANDIDATE,87.091259400,4.4060000e-04,-4.4060000e-04,187.3123100,4.340000e-03,-4.340000e-03,0.845,0.005,-0.597,7.00000,0.15800,-0.15800,1129.1,2.830e+01,-2.830e+01,2.95,0.18,-1.300e-01,321.0,,,41.80,5,5001.00,99.00,0.00,0.7600,0.0460,-0.0340,285.999880,40.919319,14.194
660,6381846,K00509.01,Kepler-171 b,CONFIRMED,CANDIDATE,4.166966280,4.0670000e-06,-4.0670000e-06,169.7155170,7.440000e-04,-7.440000e-04,0.022,0.315,-0.022,2.75350,0.02490,-0.02490,877.7,1.220e+01,-1.220e+01,2.74,0.34,-2.200e-01,1053.0,,,80.10,3,5456.00,81.00,-81.00,0.9430,0.1150,-0.0770,296.771910,41.755539,14.883
661,6381846,K00509.02,Kepler-171 c,CONFIRMED,CANDIDATE,11.463471650,1.7060000e-05,-1.7060000e-05,137.3852100,1.240000e-03,-1.240000e-03,0.103,0.302,-0.103,2.59900,0.03960,-0.03960,1048.6,2.010e+01,-2.010e+01,3.00,0.37,-2.400e-01,752.0,,,56.50,3,5456.00,81.00,-81.00,0.9430,0.1150,-0.0770,296.771910,41.755539,14.883
662,6381846,K00509.03,Kepler-171 d,CONFIRMED,FALSE POSITIVE,39.603400000,2.6900000e-04,-2.6900000e-04,168.0711400,5.320000e-03,-5.320000e-03,0.166,0.294,-0.166,6.48700,0.15000,-0.15000,572.7,2.310e+01,-2.310e+01,2.22,0.27,-1.800e-01,497.0,,,25.80,3,5456.00,81.00,-81.00,0.9430,0.1150,-0.0770,296.771910,41.755539,14.883
663,6422155,K00510.01,Kepler-172 b,CONFIRMED,CANDIDATE,2.940304817,4.7380000e-06,-4.7380000e-06,169.9049600,1.250000e-03,-1.250000e-03,0.825,0.003,-0.620,2.72260,0.03680,-0.03680,472.4,1.000e+01,-1.000e+01,2.59,0.38,-2.700e-01,1256.0,,,51.80,4,5527.00,111.00,-111.00,1.0540,0.1520,-0.1100,283.368410,41.821861,14.532
664,6422155,K00510.02,Kepler-172 c,CONFIRMED,CANDIDATE,6.388996580,1.3970000e-05,-1.3970000e-05,175.4761000,1.720000e-03,-1.720000e-03,0.876,0.006,-0.628,3.50320,0.04780,-0.04780,543.3,1.270e+01,-1.270e+01,2.89,0.42,-3.000e-01,970.0,,,45.80,4,5527.00,111.00,-111.00,1.0540,0.1520,-0.1100,283.368410,41.821861,14.532
665,6422155,K00510.03,Kepler-172 d,CONFIRMED,CANDIDATE,14.627096850,6.5530000e-05,-6.5530000e-05,136.2346700,3.580000e-03,-3.580000e-03,0.945,0.017,-0.719,4.09700,0.10700,-0.10700,396.4,1.820e+01,-1.820e+01,2.70,0.39,-2.800e-01,736.0,,,22.70,4,5527.00,111.00,-111.00,1.0540,0.1520,-0.1100,283.368410,41.821861,14.532
666,6422155,K00510.04,Kepler-172 e,CONFIRMED,CANDIDATE,35.118443200,2.1680000e-04,-2.1680000e-04,152.1228200,4.470000e-03,-4.470000e-03,0.958,0.045,-0.693,4.59000,0.23700,-0.23700,542.4,2.760e+01,-2.760e+01,3.26,0.47,-3.400e-01,550.0,,,20.40,4,5527.00,111.00,-111.00,1.0540,0.1520,-0.1100,283.368410,41.821861,14.532
675,8017703,K00518.01,Kepler-174 b,CONFIRMED,CANDIDATE,13.981778620,1.4780000e-05,-1.4780000e-05,181.9751140,8.390000e-04,-8.390000e-04,0.444,0.398,-0.258,2.95800,0.03030,-0.03030,1018.4,1.190e+01,-1.190e+01,2.09,0.09,-1.200e-01,553.0,,,95.60,3,4859.00,97.00,-97.00,0.6510,0.0290,-0.0360,287.439180,43.832088,14.287
676,8017703,K00518.02,Kepler-174 c,CONFIRMED,CANDIDATE,44.000397500,1.5050000e-04,-1.5050000e-04,210.7622200,2.710000e-03,-2.710000e-03,0.032,0.373,-0.032,5.11150,0.07760,-0.07760,599.6,1.480e+01,-1.480e+01,1.56,0.07,-9.000e-02,377.0,,,43.30,3,4859.00,97.00,-97.00,0.6510,0.0290,-0.0360,287.439180,43.832088,14.287
677,8017703,K00518.03,Kepler-174 d,CONFIRMED,CANDIDATE,247.354914000,1.3910000e-03,-1.3910000e-03,364.1583200,3.340000e-03,-3.340000e-03,0.044,0.464,-0.044,8.67700,0.15700,-0.15700,1291.8,2.690e+01,-2.690e+01,2.29,0.10,-1.300e-01,212.0,,,49.00,3,4859.00,97.00,-97.00,0.6510,0.0290,-0.0360,287.439180,43.832088,14.287
680,8037145,K00520.01,Kepler-176 c,CONFIRMED,CANDIDATE,12.759344890,1.8770000e-05,-1.8770000e-05,170.3215200,1.190000e-03,-1.190000e-03,0.657,0.177,-0.445,3.58890,0.04310,-0.04310,882.1,1.330e+01,-1.330e+01,2.58,0.10,-1.900e-01,633.0,,,70.40,4,4963.00,81.00,-74.00,0.8260,0.0320,-0.0600,294.667970,43.853260,14.550
681,8037145,K00520.02,Kepler-176 b,CONFIRMED,CANDIDATE,5.433132902,9.5260000e-06,-9.5260000e-06,138.3664400,1.480000e-03,-1.480000e-03,0.720,0.174,-0.479,2.40120,0.04110,-0.04110,328.2,1.070e+01,-1.070e+01,1.61,0.06,-1.200e-01,841.0,,,33.10,4,4963.00,81.00,-74.00,0.8260,0.0320,-0.0600,294.667970,43.853260,14.550
682,8037145,K00520.03,Kepler-176 d,CONFIRMED,CANDIDATE,25.752749770,6.3890000e-05,-6.3890000e-05,136.4385100,1.860000e-03,-1.860000e-03,0.516,0.417,-0.314,2.76780,0.06110,-0.06110,738.9,2.120e+01,-2.120e+01,2.27,0.09,-1.600e-01,501.0,,,36.70,4,4963.00,81.00,-74.00,0.8260,0.0320,-0.0600,294.667970,43.853260,14.550
683,8037145,K00520.04,Kepler-176 e,CONFIRMED,CANDIDATE,51.165801900,4.3080000e-04,-4.3080000e-04,172.3092100,6.730000e-03,-6.730000e-03,0.817,0.040,-0.564,4.63700,0.19400,-0.19400,259.2,2.200e+01,-2.200e+01,1.51,0.05,-1.100e-01,398.0,,,12.20,4,4963.00,81.00,-74.00,0.8260,0.0320,-0.0600,294.667970,43.853260,14.550
693,9941859,K00528.01,Kepler-178 b,CONFIRMED,CANDIDATE,9.576659620,1.0650000e-05,-1.0650000e-05,176.6837590,9.000000e-04,-9.000000e-04,0.043,0.326,-0.043,3.36030,0.02950,-0.02950,746.8,9.900e+00,-9.900e+00,2.88,0.51,-4.600e-01,846.0,,,82.60,3,5386.00,80.00,-72.00,1.0760,0.1910,-0.1730,287.101100,46.896481,14.598
694,9941859,K00528.02,Kepler-178 d,CONFIRMED,CANDIDATE,96.678185200,2.7700000e-04,-2.7700000e-04,140.1833900,2.510000e-03,-2.510000e-03,0.336,0.111,-0.336,5.69570,0.08320,-0.08320,951.3,2.160e+01,-2.160e+01,3.29,0.59,-5.300e-01,392.0,,,44.70,3,5386.00,80.00,-72.00,1.0760,0.1910,-0.1730,287.101100,46.896481,14.598
695,9941859,K00528.03,Kepler-178 c,CONFIRMED,CANDIDATE,20.552803110,3.5740000e-05,-3.5740000e-05,145.0283700,1.380000e-03,-1.380000e-03,0.568,0.023,-0.450,2.20130,0.04340,-0.04340,727.3,1.880e+01,-1.880e+01,2.99,0.53,-4.800e-01,656.0,,,42.40,3,5386.00,80.00,-72.00,1.0760,0.1910,-0.1730,287.101100,46.896481,14.598
738,6786037,K00564.01,Kepler-603 b,CONFIRMED,CANDIDATE,21.053499390,8.9810000e-05,-8.9810000e-05,171.9245700,2.780000e-03,-2.780000e-03,0.008,0.393,-0.008,7.16050,0.08960,-0.08960,496.6,1.330e+01,-1.330e+01,2.75,0.44,-4.400e-01,731.0,,,39.10,3,5751.00,78.00,-78.00,1.2470,0.2000,-0.2000,294.280980,42.290970,14.854
739,6786037,K00564.02,Kepler-603 c,CONFIRMED,CANDIDATE,127.905412000,3.1900000e-04,-3.1900000e-04,246.4640100,1.760000e-03,-1.760000e-03,0.470,0.096,-0.255,14.47500,0.13700,-0.13700,4020.6,2.500e+01,-2.500e+01,8.03,1.29,-1.290e+00,401.0,,,171.00,3,5751.00,78.00,-78.00,1.2470,0.2000,-0.2000,294.280980,42.290970,14.854
740,6786037,K00564.03,Kepler-603 d,CONFIRMED,CANDIDATE,6.217160390,1.8990000e-05,-1.8990000e-05,131.7185700,2.570000e-03,-2.570000e-03,0.333,0.096,-0.333,4.42890,0.06410,-0.06410,211.2,9.200e+00,-9.200e+00,1.81,0.30,-2.900e-01,1098.0,,,25.00,3,5751.00,78.00,-78.00,1.2470,0.2000,-0.2000,294.280980,42.290970,14.854
742,7119481,K00566.01,Kepler-604 b,CONFIRMED,CANDIDATE,25.854999780,8.5450000e-05,-8.5450000e-05,192.5748400,2.780000e-03,-2.780000e-03,0.265,0.168,-0.265,3.87370,0.08570,-0.08570,610.5,2.080e+01,-2.080e+01,2.40,0.75,-2.500e-01,637.0,,,31.70,3,6122.00,182.00,-200.00,0.9640,0.3020,-0.1010,292.316010,42.626251,14.718
745,7445445,K00567.01,Kepler-184 b,CONFIRMED,CANDIDATE,10.687582110,1.4130000e-05,-1.4130000e-05,169.9311500,1.040000e-03,-1.040000e-03,0.818,0.018,-0.561,3.38120,0.04150,-0.04150,777.7,1.080e+01,-1.080e+01,2.64,0.69,-2.900e-01,780.0,,,78.90,3,5788.00,155.00,-155.00,0.8480,0.2210,-0.0950,291.951900,43.074711,14.338
746,7445445,K00567.02,Kepler-184 c,CONFIRMED,CANDIDATE,20.303035060,5.9950000e-05,-5.9950000e-05,176.8028000,2.230000e-03,-2.230000e-03,0.793,0.132,-0.574,4.50380,0.06950,-0.06950,533.4,1.280e+01,-1.280e+01,2.16,0.56,-2.400e-01,630.0,,,44.70,3,5788.00,155.00,-155.00,0.8480,0.2210,-0.0950,291.951900,43.074711,14.338
747,7445445,K00567.03,Kepler-184 d,CONFIRMED,CANDIDATE,29.022352170,8.6270000e-05,-8.6270000e-05,198.3702500,2.420000e-03,-2.420000e-03,0.902,0.008,-0.667,4.02630,0.08700,-0.08700,637.6,1.660e+01,-1.660e+01,2.55,0.66,-2.900e-01,559.0,,,41.40,3,5788.00,155.00,-155.00,0.8480,0.2210,-0.0950,291.951900,43.074711,14.338
753,8120608,K00571.01,Kepler-186 c,CONFIRMED,CANDIDATE,7.267310940,1.1330000e-05,-1.1330000e-05,174.3129200,1.260000e-03,-1.260000e-03,0.043,0.351,-0.043,2.26910,0.04340,-0.04340,659.1,1.540e+01,-1.540e+01,1.14,0.11,-1.300e-01,464.0,,,47.80,5,3751.00,75.00,-84.00,0.4430,0.0400,-0.0530,298.652710,43.955021,14.625
754,8120608,K00571.02,Kepler-186 d,CONFIRMED,CANDIDATE,13.343002500,2.5700000e-05,-2.5700000e-05,176.9038700,1.460000e-03,-1.460000e-03,0.517,0.369,-0.300,2.73990,0.05820,-0.05820,799.7,1.890e+01,-1.890e+01,1.29,0.12,-1.600e-01,379.0,,,47.10,5,3751.00,75.00,-84.00,0.4430,0.0400,-0.0530,298.652710,43.955021,14.625
755,8120608,K00571.03,Kepler-186 b,CONFIRMED,CANDIDATE,3.886795001,6.8440000e-06,-6.8440000e-06,133.3295900,1.370000e-03,-1.370000e-03,0.119,0.315,-0.119,1.75740,0.04540,-0.04540,471.3,1.310e+01,-1.310e+01,0.97,0.09,-1.200e-01,571.0,,,41.80,5,3751.00,75.00,-84.00,0.4430,0.0400,-0.0530,298.652710,43.955021,14.625
756,8120608,K00571.04,Kepler-186 e,CONFIRMED,CANDIDATE,22.407778330,7.3910000e-05,-7.3910000e-05,153.7985800,2.590000e-03,-2.590000e-03,0.147,0.291,-0.147,3.28810,0.07560,-0.07560,661.3,2.080e+01,-2.080e+01,1.15,0.10,-1.400e-01,319.0,,,33.90,5,3751.00,75.00,-84.00,0.4430,0.0400,-0.0530,298.652710,43.955021,14.625
757,8120608,K00571.05,Kepler-186 f,CONFIRMED,CANDIDATE,129.945392000,1.5560000e-03,-1.5560000e-03,176.8228500,8.820000e-03,-8.820000e-03,0.909,0.040,-0.695,5.78600,0.29300,-0.29300,500.1,4.040e+01,-4.040e+01,1.18,0.11,-1.400e-01,177.0,,,13.10,5,3751.00,75.00,-84.00,0.4430,0.0400,-0.0530,298.652710,43.955021,14.625
774,9020160,K00582.01,Kepler-191 d,CONFIRMED,CANDIDATE,5.945043548,7.5530000e-06,-7.5530000e-06,170.4722370,9.900000e-04,-9.900000e-04,0.763,0.093,-0.530,2.70040,0.03760,-0.03760,800.2,1.320e+01,-1.320e+01,2.69,0.14,-2.300e-01,857.0,,,67.60,3,5105.00,84.00,-76.00,0.8680,0.0440,-0.0760,291.183380,45.323170,14.808
775,9020160,K00582.02,Kepler-191 c,CONFIRMED,CANDIDATE,17.738428860,5.9260000e-05,-5.9260000e-05,148.9901100,2.850000e-03,-2.850000e-03,0.845,0.073,-0.615,3.00490,0.08760,-0.08760,605.5,2.230e+01,-2.230e+01,2.47,0.12,-2.200e-01,596.0,,,29.80,3,5105.00,84.00,-76.00,0.8680,0.0440,-0.0760,291.183380,45.323170,14.808
776,9020160,K00582.03,Kepler-191 b,CONFIRMED,CANDIDATE,9.939623610,5.5380000e-05,-5.5380000e-05,131.5826700,4.210000e-03,-4.210000e-03,0.934,0.010,-0.661,3.43200,0.10300,-0.10300,300.1,1.550e+01,-1.550e+01,1.93,0.09,-1.700e-01,722.0,,,21.50,3,5105.00,84.00,-76.00,0.8680,0.0440,-0.0760,291.183380,45.323170,14.808
778,9146018,K00584.01,Kepler-192 b,CONFIRMED,CANDIDATE,9.926721500,1.1630000e-05,-1.1630000e-05,175.6867100,9.120000e-04,-9.120000e-04,0.625,0.052,-0.452,3.84280,0.03790,-0.03790,725.5,8.000e+00,-8.000e+00,2.76,0.38,-2.300e-01,803.0,,,97.30,3,5475.00,109.00,-109.00,0.9820,0.1370,-0.0800,287.917910,45.592869,14.129
779,9146018,K00584.02,Kepler-192 c,CONFIRMED,CANDIDATE,21.223493250,4.8500000e-05,-4.8500000e-05,170.3738700,1.920000e-03,-1.920000e-03,0.794,0.066,-0.543,4.94160,0.08180,-0.08180,582.9,1.040e+01,-1.040e+01,2.63,0.37,-2.100e-01,623.0,,,60.20,3,5475.00,109.00,-109.00,0.9820,0.1370,-0.0800,287.917910,45.592869,14.129
780,9146018,K00584.03,Kepler-192 d,CONFIRMED,CANDIDATE,6.470277060,4.5360000e-05,-4.5360000e-05,136.5056700,5.820000e-03,-5.820000e-03,0.732,0.212,-0.511,3.34300,0.13900,-0.13900,116.9,7.100e+00,-7.100e+00,1.15,0.16,-1.000e-01,926.0,,,18.30,3,5475.00,109.00,-109.00,0.9820,0.1370,-0.0800,287.917910,45.592869,14.129
789,9958962,K00593.01,Kepler-616 b,CONFIRMED,CANDIDATE,9.997602850,2.6270000e-05,-2.6270000e-05,171.7882800,2.040000e-03,-2.040000e-03,0.851,0.049,-0.588,3.44230,0.07460,-0.07460,638.7,1.830e+01,-1.830e+01,2.82,0.87,-2.900e-01,860.0,,,39.00,4,6004.00,181.00,-199.00,0.9770,0.3020,-0.1010,294.989140,46.838329,14.957
790,9958962,K00593.02,Kepler-616 c,CONFIRMED,CANDIDATE,90.411799200,4.6560000e-04,-4.6560000e-04,208.5028000,3.800000e-03,-3.800000e-03,0.849,0.016,-0.596,7.10600,0.16900,-0.16900,1265.0,3.720e+01,-3.720e+01,3.96,1.22,-4.100e-01,413.0,,,35.40,4,6004.00,181.00,-199.00,0.9770,0.3020,-0.1010,294.989140,46.838329,14.957
794,10600261,K00597.01,Kepler-194 c,CONFIRMED,CANDIDATE,17.307955480,5.5520000e-05,-5.5520000e-05,176.9432600,2.360000e-03,-2.360000e-03,0.000,0.422,0.000,5.11260,0.07630,-0.07630,633.0,1.420e+01,-1.420e+01,3.56,0.57,-7.800e-01,815.0,,,46.40,3,5565.00,83.00,-66.00,1.4390,0.2290,-0.3150,291.971440,47.864170,14.915
795,10600261,K00597.02,Kepler-194 b,CONFIRMED,CANDIDATE,2.092271150,5.8140000e-06,-5.8140000e-06,133.0625800,2.170000e-03,-2.170000e-03,0.271,0.184,-0.271,2.40620,0.07160,-0.07160,207.6,7.900e+00,-7.900e+00,2.06,0.33,-4.500e-01,1648.0,,,30.00,3,5565.00,83.00,-66.00,1.4390,0.2290,-0.3150,291.971440,47.864170,14.915
796,10600261,K00597.03,Kepler-194 d,CONFIRMED,CANDIDATE,52.814805100,3.8460000e-04,-3.8460000e-04,164.9045600,5.350000e-03,-5.350000e-03,0.002,0.450,-0.002,7.30900,0.15000,-0.15000,553.7,2.100e+01,-2.100e+01,3.33,0.53,-7.300e-01,562.0,,,27.40,3,5565.00,83.00,-66.00,1.4390,0.2290,-0.3150,291.971440,47.864170,14.915
801,10973664,K00601.01,Kepler-619 b,CONFIRMED,CANDIDATE,5.404269170,1.1820000e-05,-1.1820000e-05,172.1855300,1.730000e-03,-1.730000e-03,0.229,0.224,-0.229,2.53150,0.06000,-0.06000,860.6,2.300e+01,-2.300e+01,2.85,0.89,-3.000e-01,1073.0,,,40.50,3,6122.00,169.00,-190.00,0.9640,0.3030,-0.1010,290.849060,48.416012,14.697
803,10973664,K00601.03,Kepler-619 c,CONFIRMED,CANDIDATE,1.208462378,4.3100000e-06,-4.3100000e-06,133.6771200,2.940000e-03,-2.940000e-03,0.831,0.135,-0.594,1.54400,0.09720,-0.09720,227.3,1.530e+01,-1.530e+01,1.64,0.51,-1.700e-01,1767.0,,,17.40,3,6122.00,169.00,-190.00,0.9640,0.3030,-0.1010,290.849060,48.416012,14.697
815,6587002,K00612.01,Kepler-196 b,CONFIRMED,CANDIDATE,20.739894060,4.2800000e-05,-4.2800000e-05,173.2191200,1.750000e-03,-1.750000e-03,0.777,0.112,-0.554,3.15050,0.05520,-0.05520,616.1,1.540e+01,-1.540e+01,2.11,0.15,-1.100e-01,536.0,,,44.20,3,5132.00,102.00,-102.00,0.7700,0.0540,-0.0400,284.968510,42.079201,14.157
816,6587002,K00612.02,Kepler-196 c,CONFIRMED,CANDIDATE,47.427711600,1.2920000e-04,-1.2920000e-04,216.5573700,2.050000e-03,-2.050000e-03,0.678,0.197,-0.461,5.26790,0.07750,-0.07750,820.4,1.750e+01,-1.750e+01,2.33,0.17,-1.200e-01,407.0,,,49.90,3,5132.00,102.00,-102.00,0.7700,0.0540,-0.0400,284.968510,42.079201,14.157
825,11773022,K00620.01,Kepler-51 b,CONFIRMED,CANDIDATE,45.155356330,2.4310000e-05,-2.4310000e-05,159.1054400,4.370000e-04,-4.370000e-04,0.063,0.165,-0.063,5.78450,0.02160,-0.02160,6208.7,2.470e+01,-2.470e+01,7.65,2.36,-7.900e-01,523.0,,,285.10,3,6046.00,162.00,-198.00,0.9720,0.3000,-0.1000,296.479770,49.937679,14.669
826,11773022,K00620.02,Kepler-51 d,CONFIRMED,CANDIDATE,130.178029620,7.6290000e-05,-7.6290000e-05,212.0326380,4.590000e-04,-4.590000e-04,0.022,0.144,-0.022,8.45340,0.02130,-0.02130,11570.9,3.430e+01,-3.430e+01,10.44,3.22,-1.070e+00,367.0,,,365.20,3,6046.00,162.00,-198.00,0.9720,0.3000,-0.1000,296.479770,49.937679,14.669
827,11773022,K00620.03,Kepler-51 c,CONFIRMED,CANDIDATE,85.316200400,2.2830000e-04,-2.2830000e-04,295.3158800,1.890000e-03,-1.890000e-03,0.972,0.356,-0.041,2.74410,0.09980,-0.09980,1902.6,6.790e+01,-6.790e+01,6.34,1.96,-6.500e-01,423.0,,,32.60,3,6046.00,162.00,-198.00,0.9720,0.3000,-0.1000,296.479770,49.937679,14.669
830,12068975,K00623.01,Kepler-197 c,CONFIRMED,CANDIDATE,10.349732760,2.9510000e-05,-2.9510000e-05,174.0619300,2.330000e-03,-2.330000e-03,0.905,0.043,-0.624,4.48590,0.07220,-0.07220,119.0,2.800e+00,-2.800e+00,1.44,0.04,-5.000e-02,930.0,,,44.50,4,6003.00,96.00,-108.00,1.1090,0.0360,-0.0400,295.226440,50.558979,11.811
831,12068975,K00623.02,Kepler-197 d,CONFIRMED,CANDIDATE,15.677501910,5.7850000e-05,-5.7850000e-05,179.4731100,2.830000e-03,-2.830000e-03,0.911,0.037,-0.622,5.50820,0.08660,-0.08660,115.5,3.100e+00,-3.100e+00,1.42,0.05,-5.000e-02,810.0,,,39.60,4,6003.00,96.00,-108.00,1.1090,0.0360,-0.0400,295.226440,50.558979,11.811
832,12068975,K00623.03,Kepler-197 b,CONFIRMED,CANDIDATE,5.599315430,1.4240000e-05,-1.4240000e-05,171.4739100,2.050000e-03,-2.050000e-03,0.914,0.009,-0.637,3.89440,0.05230,-0.05230,84.8,2.200e+00,-2.200e+00,1.22,0.04,-4.000e-02,1142.0,,,41.40,4,6003.00,96.00,-108.00,1.1090,0.0360,-0.0400,295.226440,50.558979,11.811
833,12068975,K00623.04,Kepler-197 e,CONFIRMED,CANDIDATE,25.210014600,2.0370000e-04,-2.0370000e-04,154.4112200,6.810000e-03,-6.810000e-03,0.771,0.201,-0.554,6.55300,0.19400,-0.19400,62.1,3.400e+00,-3.400e+00,0.95,0.04,-3.000e-02,691.0,,,18.80,4,6003.00,96.00,-108.00,1.1090,0.0360,-0.0400,295.226440,50.558979,11.811
834,3541946,K00624.01,Kepler-198 b,CONFIRMED,CANDIDATE,17.790016780,3.2030000e-05,-3.2030000e-05,182.4374500,1.430000e-03,-1.430000e-03,0.182,0.214,-0.182,4.41160,0.04810,-0.04810,871.4,1.370e+01,-1.370e+01,2.70,0.36,-1.900e-01,655.0,,,67.20,3,5569.00,111.00,-111.00,0.9270,0.1220,-0.0660,290.673130,38.691010,13.597
835,3541946,K00624.02,Kepler-198 c,CONFIRMED,CANDIDATE,49.567408500,1.8670000e-04,-1.8670000e-04,169.5422700,3.220000e-03,-3.220000e-03,0.866,0.055,-0.599,4.00200,0.08470,-0.08470,730.0,2.490e+01,-2.490e+01,2.91,0.38,-2.100e-01,465.0,,,31.20,3,5569.00,111.00,-111.00,0.9270,0.1220,-0.0660,290.673130,38.691010,13.597
836,3541946,K00624.03,Kepler-198 d,CONFIRMED,CANDIDATE,1.311842968,2.0210000e-06,-2.0210000e-06,133.1105800,1.240000e-03,-1.240000e-03,0.121,0.313,-0.121,1.78760,0.04120,-0.04120,245.1,6.500e+00,-6.500e+00,1.43,0.19,-1.000e-01,1562.0,,,44.20,3,5569.00,111.00,-111.00,0.9270,0.1220,-0.0660,290.673130,38.691010,13.597
879,6062088,K00658.01,Kepler-203 b,CONFIRMED,CANDIDATE,3.162692075,3.0230000e-06,-3.0230000e-06,169.6418600,7.710000e-04,-7.710000e-04,0.716,0.018,-0.508,1.95290,0.02630,-0.02630,503.7,7.600e+00,-7.600e+00,2.61,0.39,-3.500e-01,1308.0,,,75.40,3,5821.00,105.00,-117.00,1.0850,0.1600,-0.1460,297.090000,41.388031,13.989
880,6062088,K00658.02,Kepler-203 c,CONFIRMED,CANDIDATE,5.370639542,6.6650000e-06,-6.6650000e-06,172.2381500,9.550000e-04,-9.550000e-04,0.667,0.264,-0.452,2.11210,0.03620,-0.03620,491.3,9.200e+00,-9.200e+00,2.54,0.38,-3.400e-01,1096.0,,,58.80,3,5821.00,105.00,-117.00,1.0850,0.1600,-0.1460,297.090000,41.388031,13.989
